,Sample,ClassId,EN
14993,signer13_sample1505,92,never
14994,signer13_sample1506,49,change
14995,signer13_sample1507,17,shoe
14996,signer13_sample1508,38,tea
14997,signer13_sample1509,124,stain
14998,signer13_sample1510,153,trousers
14999,signer13_sample1511,217,eat
15000,signer13_sample1512,89,gift
15001,signer13_sample1513,72,get_well
15002,signer13_sample1514,43,soup
15003,signer13_sample1515,87,congratulations
15004,signer13_sample1516,31,petrol
15005,signer13_sample1517,182,you
15006,signer13_sample1518,223,egg
15007,signer13_sample1519,121,bridge
15008,signer13_sample1520,73,bring
15009,signer13_sample1521,136,how
15010,signer13_sample1522,63,meal
15011,signer13_sample1523,185,milk
15012,signer13_sample1524,209,do
15013,signer13_sample1525,108,accident
15014,signer13_sample1526,101,escape
15015,signer13_sample1527,35,work
15016,signer13_sample1528,29,wait
15017,signer13_sample1529,35,work
15018,signer13_sample1530,104,radiator
15019,signer13_sample1531,114,book
15020,signer13_sample1532,198,turkey
15021,signer13_sample1533,27,baby
15022,signer13_sample1534,162,police
15023,signer13_sample1535,27,baby
15024,signer13_sample1536,167,sauce
15025,signer13_sample1537,158,monday
15026,signer13_sample1538,30,I
15027,signer13_sample1539,71,past
15028,signer13_sample1540,79,lightweight
15029,signer13_sample1541,26,feast
15030,signer13_sample1542,35,work
15031,signer13_sample1543,39,teapot
15032,signer13_sample1544,117,smell
15033,signer13_sample1545,156,potato
15034,signer13_sample1546,121,bridge
15035,signer13_sample1547,131,napkin
15036,signer13_sample1548,24,glass
15037,signer13_sample1549,53,full
15038,signer13_sample1550,14,mother
15039,signer13_sample1551,12,shopping
15040,signer13_sample1552,32,together
15041,signer13_sample1553,174,umbrella
15042,signer13_sample1554,1,hurry
15043,signer13_sample1555,11,kin
15044,signer13_sample1556,224,time
15045,signer13_sample1557,118,cologne
15046,signer13_sample1558,220,absent
15047,signer13_sample1559,50,topple
15048,signer13_sample1560,12,shopping
15049,signer13_sample1561,145,olympiad
15050,signer13_sample1562,214,pillow
15051,signer13_sample1563,109,belt
15052,signer13_sample1564,47,minute
15053,signer13_sample1565,189,holiday
15054,signer13_sample1566,129,angel
15055,signer13_sample1567,90,halal
15056,signer13_sample1568,133,guest
15057,signer13_sample1569,101,escape
15058,signer13_sample1570,152,cotton
15059,signer13_sample1571,23,honey
15060,signer13_sample1572,86,no
15061,signer13_sample1573,222,tired
15062,signer13_sample1574,58,pharmacy
15063,signer13_sample1575,221,road
15064,signer13_sample1576,208,wrong
15065,signer13_sample1577,178,voice
15066,signer13_sample1578,92,never
15067,signer13_sample1579,159,window
15068,signer13_sample1580,183,say
15069,signer13_sample1581,70,football
15070,signer13_sample1582,103,pencil
15071,signer13_sample1583,221,road
15072,signer13_sample1584,183,say
15073,signer13_sample1585,52,doctor
15074,signer13_sample1586,184,promise
15075,signer13_sample1587,109,belt
15076,signer13_sample1588,122,bad
15077,signer13_sample1589,126,scissors
15078,signer13_sample1590,216,slow
15079,signer13_sample1591,95,needle
15080,signer13_sample1592,207,alone
15081,signer13_sample1593,32,together
15082,signer13_sample1594,179,love
15083,signer13_sample1595,23,honey
15084,signer13_sample1596,114,book
15085,signer13_sample1597,200,toilet
15086,signer13_sample1598,126,scissors
15087,signer13_sample1599,174,umbrella
15088,signer13_sample1600,74,lake
15089,signer13_sample1601,23,honey
15090,signer13_sample1602,63,meal
15091,signer13_sample1603,68,elephant
15092,signer13_sample1604,20,father
15093,signer13_sample1605,132,stairs
15094,signer13_sample1606,112,identity
15095,signer13_sample1607,148,they
15096,signer13_sample1608,99,push
15097,signer13_sample1609,70,football
15098,signer13_sample1610,109,belt
15099,signer13_sample1611,2,hungry
15100,signer13_sample1612,134,manager
15101,signer13_sample1613,220,absent
15102,signer13_sample1614,219,star
15103,signer13_sample1615,75,shirt
15104,signer13_sample1616,164,request
15105,signer13_sample1617,112,identity
15106,signer13_sample1618,197,screwdriver
15107,signer13_sample1619,7,cry
15108,signer13_sample1620,49,change
15109,signer13_sample1621,130,be_pleased
15110,signer13_sample1622,221,road
15111,signer13_sample1623,178,voice
15112,signer13_sample1624,10,unwise
15113,signer13_sample1625,5,tree
15114,signer13_sample1626,115,mince
15115,signer13_sample1627,136,how
15116,signer13_sample1628,42,child
15117,signer13_sample1629,105,door
15118,signer13_sample1630,96,medicine
15119,signer13_sample1631,171,war
15120,signer13_sample1632,211,help
15121,signer13_sample1633,52,doctor
15122,signer13_sample1634,134,manager
15123,signer13_sample1635,96,medicine
15124,signer13_sample1636,170,hat
15125,signer13_sample1637,57,wall
15126,signer13_sample1638,88,animal
15127,signer13_sample1639,23,honey
15128,signer13_sample1640,16,ataturk
15129,signer13_sample1641,154,money
15130,signer13_sample1642,198,turkey
15131,signer13_sample1643,18,mirror
15132,signer13_sample1644,180,evil
15133,signer13_sample1645,41,ugly
15134,signer13_sample1646,206,near
15135,signer13_sample1647,167,sauce
15136,signer13_sample1648,137,why
15137,signer13_sample1649,83,hospital
15138,signer13_sample1650,177,free
15139,signer13_sample1651,0,sister
15140,signer13_sample1652,107,crossroads
15141,signer13_sample1653,91,always
15142,signer13_sample1654,13,key
15143,signer13_sample1655,80,right
15144,signer13_sample1656,39,teapot
15145,signer13_sample1657,28,single
15146,signer13_sample1658,99,push
15147,signer13_sample1659,39,teapot
15148,signer13_sample1660,166,soap
15149,signer13_sample1661,87,congratulations
15150,signer13_sample1662,206,near
15151,signer13_sample1663,171,war
15152,signer13_sample1664,53,full
15153,signer13_sample1665,23,honey
15154,signer13_sample1666,96,medicine
15155,signer13_sample1667,75,shirt
15156,signer13_sample1668,142,wood
15157,signer13_sample1669,55,yesterday
15158,signer13_sample1670,108,accident
15159,signer13_sample1671,46,wallet
15160,signer13_sample1672,200,toilet
15161,signer13_sample1673,64,house
15162,signer13_sample1674,224,time
15163,signer13_sample1675,97,not_interested
15164,signer13_sample1676,12,shopping
15165,signer13_sample1677,191,ceiling
15166,signer13_sample1678,130,be_pleased
15167,signer13_sample1679,161,picnic
15168,signer13_sample1680,204,existing
15169,signer13_sample1681,163,psychology
15170,signer13_sample1682,201,flour
15171,signer13_sample1683,77,show
15172,signer13_sample1684,125,salary
15173,signer13_sample1685,103,pencil
15174,signer13_sample1686,4,brother
15175,signer13_sample1687,164,request
15176,signer13_sample1688,127,tongs
15177,signer13_sample1689,149,forest
15178,signer13_sample1690,58,pharmacy
15179,signer13_sample1691,145,olympiad
15180,signer13_sample1692,200,toilet
15181,signer13_sample1693,76,see
15182,signer13_sample1694,115,mince
15183,signer13_sample1695,150,fasting
15184,signer13_sample1696,179,love
15185,signer13_sample1697,46,wallet
15186,signer13_sample1698,159,window
15187,signer13_sample1699,110,if_only
15188,signer13_sample1700,195,tailor
15189,signer13_sample1701,8,family
15190,signer13_sample1702,106,sibling
15191,signer13_sample1703,50,topple
15192,signer13_sample1704,152,cotton
15193,signer13_sample1705,100,good
15194,signer13_sample1706,65,yes
15195,signer13_sample1707,65,yes
15196,signer13_sample1708,142,wood
15197,signer13_sample1709,136,how
15198,signer13_sample1710,108,accident
15199,signer13_sample1711,89,gift
15200,signer13_sample1712,186,okay
15201,signer13_sample1713,4,brother
15202,signer13_sample1714,35,work
15203,signer13_sample1715,94,drink
15204,signer13_sample1716,197,screwdriver
15205,signer13_sample1717,19,same
15206,signer13_sample1718,55,yesterday
15207,signer13_sample1719,168,tuesday
15208,signer13_sample1720,127,tongs
15209,signer13_sample1721,80,right
15210,signer13_sample1722,97,not_interested
15211,signer13_sample1723,142,wood
15212,signer13_sample1724,179,love
15213,signer13_sample1725,9,wise
15214,signer13_sample1726,189,holiday
15215,signer13_sample1727,19,same
15216,signer13_sample1728,39,teapot
15217,signer13_sample1729,71,past
15218,signer13_sample1730,190,sweet
15219,signer13_sample1731,132,stairs
15220,signer13_sample1732,60,labor
15221,signer13_sample1733,166,soap
15222,signer13_sample1734,71,past
15223,signer13_sample1735,60,labor
15224,signer13_sample1736,171,war
15225,signer13_sample1737,64,house
15226,signer13_sample1738,127,tongs
15227,signer13_sample1739,20,father
15228,signer13_sample1740,14,mother
15229,signer13_sample1741,31,petrol
15230,signer13_sample1742,196,thanks
15231,signer13_sample1743,67,memorize
15232,signer13_sample1744,56,enemy
15233,signer13_sample1745,33,inform
15234,signer13_sample1746,168,tuesday
15235,signer13_sample1747,121,bridge
15236,signer13_sample1748,69,photograph
15237,signer13_sample1749,100,good
15238,signer13_sample1750,105,door
15239,signer13_sample1751,13,key
15240,signer13_sample1752,71,past
15241,signer13_sample1753,118,cologne
15242,signer13_sample1754,115,mince
15243,signer13_sample1755,80,right
15244,signer13_sample1756,133,guest
15245,signer13_sample1757,184,promise
15246,signer13_sample1758,4,brother
15247,signer13_sample1759,180,evil
15248,signer13_sample1760,210,band-aid
15249,signer13_sample1761,7,cry
15250,signer13_sample1762,48,grandfather
15251,signer13_sample1763,43,soup
15252,signer13_sample1764,105,door
15253,signer13_sample1765,176,bill
15254,signer13_sample1766,165,hour
15255,signer13_sample1767,124,stain
15256,signer13_sample1768,81,carpet
15257,signer13_sample1769,58,pharmacy
15258,signer13_sample1770,0,sister
15259,signer13_sample1771,164,request
15260,signer13_sample1772,110,if_only
15261,signer13_sample1773,18,mirror
15262,signer13_sample1774,172,sugar
15263,signer13_sample1775,148,they
15264,signer13_sample1776,190,sweet
15265,signer13_sample1777,211,help
15266,signer13_sample1778,62,male
15267,signer13_sample1779,207,alone
15268,signer13_sample1780,166,soap
15269,signer13_sample1781,2,hungry
15270,signer13_sample1782,98,light
15271,signer13_sample1783,179,love
15272,signer13_sample1784,90,halal
15273,signer13_sample1785,21,garden
15274,signer13_sample1786,49,change
15275,signer13_sample1787,147,allright
15276,signer13_sample1788,51,government
15277,signer13_sample1789,166,soap
15278,signer13_sample1790,83,hospital
15279,signer13_sample1791,189,holiday
15280,signer13_sample1792,140,oven
15281,signer13_sample1793,168,tuesday
15282,signer13_sample1794,87,congratulations
15283,signer13_sample1795,6,heavy
15284,signer13_sample1796,222,tired
15285,signer13_sample1797,1,hurry
15286,signer13_sample1798,122,bad
15287,signer13_sample1799,20,father
15288,signer13_sample1800,118,cologne
15289,signer13_sample1801,7,cry
15290,signer13_sample1802,104,radiator
15291,signer13_sample1803,172,sugar
15292,signer13_sample1804,180,evil
15293,signer13_sample1805,19,same
15294,signer13_sample1806,77,show
15295,signer13_sample1807,160,thursday
15296,signer13_sample1808,11,kin
15297,signer13_sample1809,119,coal
15298,signer13_sample1810,76,see
15299,signer13_sample1811,150,fasting
15300,signer13_sample1812,136,how
15301,signer13_sample1813,216,slow
15302,signer13_sample1814,85,towel
15303,signer13_sample1815,199,orange
15304,signer13_sample1816,121,bridge
15305,signer13_sample1817,140,oven
15306,signer13_sample1818,202,far
15307,signer13_sample1819,95,needle
15308,signer13_sample1820,11,kin
15309,signer13_sample1821,16,ataturk
15310,signer13_sample1822,210,band-aid
15311,signer13_sample1823,123,lap
15312,signer13_sample1824,147,allright
15313,signer13_sample1825,117,smell
15314,signer13_sample1826,41,ugly
15315,signer13_sample1827,99,push
15316,signer13_sample1828,86,no
15317,signer13_sample1829,193,telephone
15318,signer13_sample1830,195,tailor
15319,signer13_sample1831,64,house
15320,signer13_sample1832,132,stairs
15321,signer13_sample1833,42,child
15322,signer13_sample1834,125,salary
15323,signer13_sample1835,212,tomorrow
15324,signer13_sample1836,58,pharmacy
15325,signer13_sample1837,129,angel
15326,signer13_sample1838,91,always
15327,signer13_sample1839,1,hurry
15328,signer13_sample1840,4,brother
15329,signer13_sample1841,61,retired
15330,signer13_sample1842,27,baby
15331,signer13_sample1843,115,mince
15332,signer13_sample1844,72,get_well
15333,signer13_sample1845,183,say
15334,signer13_sample1846,55,yesterday
15335,signer13_sample1847,223,egg
15336,signer13_sample1848,112,identity
15337,signer13_sample1849,131,napkin
15338,signer13_sample1850,3,enjoy_your_meal
15339,signer13_sample1851,77,show
15340,signer13_sample1852,155,pastrami
15341,signer13_sample1853,150,fasting
15342,signer13_sample1854,68,elephant
15343,signer13_sample1855,82,ill
15344,signer13_sample1856,76,see
15345,signer13_sample1857,33,inform
15346,signer13_sample1858,87,congratulations
15347,signer13_sample1859,221,road
15348,signer13_sample1860,209,do
15349,signer13_sample1861,146,nope
15350,signer13_sample1862,184,promise
15351,signer13_sample1863,218,cook
15352,signer13_sample1864,4,brother
15353,signer13_sample1865,87,congratulations
15354,signer13_sample1866,41,ugly
15355,signer13_sample1867,108,accident
15356,signer13_sample1868,167,sauce
15357,signer13_sample1869,56,enemy
15358,signer13_sample1870,137,why
15359,signer13_sample1871,77,show
15360,signer13_sample1872,87,congratulations
15361,signer13_sample1873,79,lightweight
15362,signer13_sample1874,139,grandmother
15363,signer13_sample1875,34,we
15364,signer13_sample1876,224,time
15365,signer13_sample1877,129,angel
15366,signer13_sample1878,46,wallet
15367,signer13_sample1879,222,tired
15368,signer13_sample1880,14,mother
15369,signer13_sample1881,96,medicine
15370,signer13_sample1882,200,toilet
15371,signer13_sample1883,134,manager
15372,signer13_sample1884,176,bill
15373,signer13_sample1885,41,ugly
15374,signer13_sample1886,81,carpet
15375,signer13_sample1887,48,grandfather
15376,signer13_sample1888,134,manager
15377,signer13_sample1889,205,tax
15378,signer13_sample1890,43,soup
15379,signer13_sample1891,145,olympiad
15380,signer13_sample1892,159,window
15381,signer13_sample1893,120,dog
15382,signer13_sample1894,138,where
15383,signer13_sample1895,80,right
15384,signer13_sample1896,12,shopping
15385,signer13_sample1897,38,tea
15386,signer13_sample1898,105,door
15387,signer13_sample1899,45,saturday
15388,signer13_sample1900,127,tongs
15389,signer13_sample1901,143,teacher
15390,signer13_sample1902,134,manager
15391,signer13_sample1903,42,child
15392,signer13_sample1904,168,tuesday
15393,signer13_sample1905,140,oven
15394,signer13_sample1906,21,garden
15395,signer13_sample1907,121,bridge
15396,signer13_sample1908,66,married
15397,signer13_sample1909,221,road
15398,signer13_sample1910,164,request
15399,signer13_sample1911,56,enemy
15400,signer13_sample1912,77,show
15401,signer13_sample1913,154,money
15402,signer13_sample1914,152,cotton
15403,signer13_sample1915,6,heavy
15404,signer13_sample1916,52,doctor
15405,signer13_sample1917,149,forest
15406,signer13_sample1918,184,promise
15407,signer13_sample1919,95,needle
15408,signer13_sample1920,29,wait
15409,signer13_sample1921,60,labor
15410,signer13_sample1922,45,saturday
15411,signer13_sample1923,202,far
15412,signer13_sample1924,108,accident
15413,signer13_sample1925,83,hospital
15414,signer13_sample1926,138,where
